domain_id,domain,subdomain_id,subdomain,topic_id,topic,formats,temporality,knowledge,premed_appropriate,must_understand,assessment,common_weak_responses,dangerous_misconceptions
D5,Ethical and legal reasoning,D5.3,Children and young people,D5.3.4,Parental disagreement,RP; ES,SLOW,LAY,True,"That parents may disagree with each other or with the young person, and that the young person's own view carries weight proportionate to their understanding.",Roleplay with a parent actor.,Defaulting to the parent because they are the adult,"Do not build stations requiring the applicant to adjudicate a clinical treatment dispute. Frame as a school, club or activity decision."
D5,Ethical and legal reasoning,D5.4,Confidentiality,D5.4.1,The default and why it exists,DQ; ES,EVERGREEN,CONTEXT,True,"That confidentiality exists so people seek help honestly; its justification is consequentialist and institutional, not merely a rule.",Direct question or the opening of an ethical scenario.,Stating the rule without the reason,A candidate who cannot say why confidentiality matters will apply the exceptions badly
D5,Ethical and legal reasoning,D5.4,Confidentiality,D5.4.2,Disclosure to protect another person,ES; FU,SLOW,CONTEXT,True,"GMC para 64: disclosure may be justified in the public interest if failure to disclose may expose others to a risk of death or serious harm, and the benefits must OUTWEIGH the patient's and the public interest in confidentiality. Para 68 sets six balancing factors. Seek consent first where practicable; tell the patient about the disclosure.",Ethical scenario with ETHUNC and CONFL high.,'Confidentiality can be broken if someone is at risk' with no balancing step | Treating 'public interest' as meaning 'the police asked',"The threshold is death or serious harm to OTHERS, and the test is a balance, not a trump card. Feedback must probe the balancing step, not accept the conclusion."
D5,Ethical and legal reasoning,D5.4,Confidentiality,D5.4.3,Disclosure required by law,FU; ES,SLOW,CONTEXT,"conditional — reward, do not require","GMC para 87: you must disclose if required by law. Notifiable diseases are reported on SUSPICION — 'do not wait for laboratory confirmation' — urgent cases by phone within 24 hours, all cases online within 3 days.",Follow-up distinguishing statutory duty from public-interest discretion.,Treating a statutory duty as requiring a balancing exercise,"HIV IS NOT NOTIFIABLE — a frequent interview trap and a frequent coaching error. The notifiable list changed in April 2025 (adding MERS, zoonotic influenza, CHICKENPOX, congenital syphilis, neonatal herpes, acute flaccid paralysis/myelitis, disseminated gonococcal infection and CJD) and again in May 2026 (hantavirus). Any list predating April 2025 is wrong."
D5,Ethical and legal reasoning,D5.4,Confidentiality,D5.4.4,Fitness to drive and the DVLA,ES; RP; FU,SLOW,CONTEXT,True,"The DVLA decides medical fitness to drive. THE DRIVER is legally responsible for telling them. The doctor explains that duty, makes every reasonable effort to persuade them to stop, assesses whether refusal exposes others to death or serious harm, and only then may disclose — telling the patient beforehand where possible and in writing afterwards, with a record.",Ethical scenario; the classic UK MMI confidentiality station.,Jumping from 'they won't stop driving' straight to 'I'd call the DVLA',"'The doctor must report the patient to the DVLA' is WRONG and is widely taught. The full ladder — explain, persuade, assess risk, warn, disclose, confirm in writing — is what scores."
D5,Ethical and legal reasoning,D5.4,Confidentiality,D5.4.5,Family requests for information,RP,EVERGREEN,LAY,True,That relatives have no automatic entitlement; that the patient's wishes govern; and that you can listen to a relative without disclosing anything.,Roleplay with a relative actor pressing for information.,Disclosing because the person is distressed and it feels kind | Refusing so bluntly that the relative is left with nothing,"The high-scoring move is offering what CAN be given — presence, general process information, a route to the right person — while withholding what cannot"
D5,Ethical and legal reasoning,D5.4,Confidentiality,D5.4.6,Confidentiality in everyday and digital settings,ES; FU,EVERGREEN,NONE,True,"That lifts, corridors, group chats, social media and anonymised-but-identifiable anecdotes are where confidentiality is actually breached; that a story with enough detail to identify someone is a breach even without a name.","Ethical scenario, or observed directly in the candidate's own work-experience answers.",Treating confidentiality as a records issue,"SCORING OPPORTUNITY: if a candidate gives identifiable patient detail while answering a work-experience question, that is itself a red flag and our transcript analysis can detect it."
D5,Ethical and legal reasoning,D5.4,Confidentiality,D5.4.7,A friend's disclosure,RP,EVERGREEN,NONE,True,"That the same reasoning applies outside professional settings, and that a promise of secrecy made before hearing a disclosure is the error.",Roleplay with a peer actor in a school setting.,'I promise I won't tell anyone',"The most realistic confidentiality station for a 17-year-old, and the one most under-built in commercial banks"
D5,Ethical and legal reasoning,D5.5,Safeguarding,D5.5.1,Recognising a concern,RP; ES,SLOW,NONE,True,"That a concern is a threshold far below certainty, and that noticing is not diagnosing.",Roleplay or ethical scenario with SAFEG set and HIDDEN information.,Waiting for certainty | Explaining the observation away,Do not build stations requiring an applicant to recognise clinical signs of abuse. Build behavioural and disclosure-based cues.
D5,Ethical and legal reasoning,D5.5,Safeguarding,D5.5.2,Escalating from a non-clinical role,RP; ES; FU,SLOW,CONTEXT,True,"In a school: the Designated Safeguarding Lead or a deputy, immediately, following the setting's own procedures (Keeping Children Safe in Education; the 2026 edition came into force 1 September 2026 and governs this entire interview season). In a care home: the shift lead or manager and the organisational safeguarding lead, with escalation to the local authority adult safeguarding team under the Care Act 2014 and to the CQC.","Roleplay or ethical scenario in VOL, SCHOOL or CARE context.",'I'd tell someone senior' with no named role | Assuming someone else has acted,DO NOT teach a clinician's escalation path to an applicant in a volunteer role. An applicant reaching for GMC guidance to answer a question about their Saturday job has misread the station — and our feedback must not reward that.
D5,Ethical and legal reasoning,D5.5,Safeguarding,D5.5.3,What a volunteer must not do,FU; ES,SLOW,NONE,True,"Do not investigate. Do not question the child or the alleged perpetrator. Do not promise confidentiality. Do not contact a parent. Do record what was seen or heard, in the person's own words, promptly.",Follow-up after a safeguarding answer.,Gathering evidence to be sure before reporting,Investigating is the commonest well-intentioned red flag in this domain
D5,Ethical and legal reasoning,D5.5,Safeguarding,D5.5.4,Adults at risk,ES; RP,SLOW,CONTEXT,True,That safeguarding is not only about children; that adults at risk include people with care and support needs who cannot protect themselves; and that capacity does not remove the concern.,Ethical scenario in a care home setting.,Assuming a capacitous adult's refusal ends the matter,"Balancing autonomy against protection is genuinely hard and should be scored as tension-mapping, not as reaching a fixed answer"
D5,Ethical and legal reasoning,D5.6,Beginning and end of life,D5.6.1,End-of-life decision-making,ES; PD,SLOW,CONTEXT,True,"GMC: patients are 'approaching the end of life' when likely to die within the next 12 months. Decisions must not be motivated by a desire to bring about death and start from a presumption in favour of prolonging life, but there is no absolute obligation to prolong life irrespective of the consequences for the patient. Decisions turn on overall benefit, weighing benefits against burdens and risks.","Ethical scenario, discussed abstractly.",Framing withdrawal of treatment as 'giving up',Do not require clinical judgement about a specific case. Assess whether the candidate can hold prolonging life and avoiding burdensome treatment in tension.
D5,Ethical and legal reasoning,D5.6,Beginning and end of life,D5.6.2,DNACPR and its misconceptions,ES; RP,SLOW,CONTEXT,True,"That a DNACPR decision concerns CPR only and not other treatment, and that the widespread belief it means 'withdrawing care' is wrong.",Ethical scenario or a roleplay with a relative holding the misconception.,Reproducing the misconception,Do not require the applicant to explain the legal position on who decides. Assess the correction of the misconception and the handling of the relative's fear.
D5,Ethical and legal reasoning,D5.6,Beginning and end of life,D5.6.3,Assisted dying,PD; ES,FAST,CONTEXT,True,"The legal position, which is genuinely divergent across jurisdictions and moving during this cycle. As at 29 August 2026: the previous Terminally Ill Adults (End of Life) Bill ran out of time in the Lords before the session ended in May 2026 and did NOT become law. A new bill (Lauren Edwards MP) was introduced on 17 June 2026 with Second Reading scheduled for 11 September 2026. Scotland's bill FELL at Stage 3 on 17 March 2026 (69 against, 57 for). The Isle of Man passed its Assisted Dying Bill in March 2025; Jersey approved its law on 26 February 2026, expected in effect 2027.",Policy discussion with a requirement to argue both sides.,Asserting it is or is not legal without saying where | Arguing one side only | Citing the Leadbeater bill as current,"FASTEST-MOVING TOPIC IN THE BANK. A Second Reading falls on 11 September 2026, before the interview season. HARD EXPIRY: 2026-09-12. This topic must be re-verified within days of that vote or withheld."
D5,Ethical and legal reasoning,D5.6,Beginning and end of life,D5.6.4,Conscientious objection,ES; PD,SLOW,CONTEXT,True,"That a doctor may object to providing certain treatments, must not obstruct access, and must ensure the patient can see someone else. GMC's 0-18 guidance includes a section on conscientious objection to sexual-health services for under-16s.",Ethical scenario.,Assuming objection permits refusal to refer | Assuming objection is never permissible,Frame neutrally. Do not build stations that require the candidate to state a personal position on abortion.
D5,Ethical and legal reasoning,D5.7,Justice and resource allocation,D5.7.1,Opportunity cost,PD; PR,EVERGREEN,CONTEXT,True,"That funding one thing means not funding another, and that the unfunded alternative has a face too.",Policy discussion or a prioritisation exercise.,'The NHS should fund it because it saves lives' with no counterfactual,A candidate who cannot name what is displaced has not engaged with the question
D5,Ethical and legal reasoning,D5.7,Justice and resource allocation,D5.7.2,"QALYs, NICE and their critics",PD,SLOW,CONTEXT,True,"Roughly what a QALY is, that NICE uses cost-per-QALY thresholds, and the standard objections — that QALYs may undervalue life with disability, discount the very old, and struggle with rare conditions.",Policy discussion.,Explaining the mechanism with no critique | Rejecting the mechanism with no alternative,Do not require a numerical threshold. Assess whether the candidate can state the strongest objection.
D5,Ethical and legal reasoning,D5.7,Justice and resource allocation,D5.7.3,Lifestyle and desert-based arguments,PD; FU,EVERGREEN,CONTEXT,True,"The argument that patients whose conditions are behaviour-related should be deprioritised, and the strongest objections: the causal claim is weak, deprivation drives behaviour, the principle is not applied consistently, and it imports moral judgement into clinical decisions.",Policy discussion with hostile follow-up.,Dismissing the argument as obviously wrong without engaging it | Accepting it without seeing the deprivation link,Interviewers commonly argue the unfashionable side to test whether the candidate can hold their ground. Our interviewer should do the same — see Output 7.
D5,Ethical and legal reasoning,D5.7,Justice and resource allocation,D5.7.4,The individual doctor versus the population,ES; FU,SLOW,CONTEXT,True,"That a doctor owes a duty to the patient in front of them and, per GMP 2024 Domain 1, to manage resources effectively and sustainably — and that these conflict.","Ethical scenario, or the follow-up to a resource question.",Collapsing to one side without noticing the other,'Managing resources effectively and sustainably' is NEW in GMP 2024. Content written against the 2013 domains will miss it.
D5,Ethical and legal reasoning,D5.8,Frameworks and their limits,D5.8.1,The four principles and their tensions,ES; FU,EVERGREEN,CONTEXT,True,"Autonomy, beneficence, non-maleficence, justice — and that the framework provides NO ranking and no method for resolving conflicts between them, which is exactly when ethical difficulty arises. Gillon's own defence quotes and answers the criticism that principlism is 'a useful checklist approach to bioethics for those new to the field'.",Any ethical scenario. The discriminating move is naming WHICH TWO are in tension here and what would have to be true for one to give way.,Naming all four and applying none | Concluding 'autonomy wins' with no argument,SCORING RULE: naming the four principles scores ZERO. This is the single most important anti-buzzword decision in the product. See Output 8.
D5,Ethical and legal reasoning,D5.8,Frameworks and their limits,D5.8.2,Scope and cultural criticisms,FU,EVERGREEN,CONTEXT,conditional — stretch only,"That the principles do not tell you TO WHOM they are owed — the scope question that actually decides debates about abortion, animal research and resource allocation; and the charge that respect for autonomy encodes a particular liberal individualism.",Hostile follow-up in a stretch-band ethics station.,Not recognising that scope is a separate question,Stretch-band only. Never required.
D5,Ethical and legal reasoning,D5.8,Frameworks and their limits,D5.8.3,Consequences versus duties,FU; PD,EVERGREEN,NONE,True,"That some arguments turn on outcomes and others on what is owed regardless of outcome, and that naming which kind of argument is being made clarifies a disagreement.",Policy discussion follow-up.,Switching between the two mid-argument without noticing,"Do not require philosophical vocabulary. Reward the move, not the label."
D5,Ethical and legal reasoning,D5.8,Frameworks and their limits,D5.8.4,Why no scenario has one right answer,FU,EVERGREEN,NONE,True,"City St George's publishes: 'Often there is no right or wrong answer - the interviewers are assessing your ability to express your thinking.' That the assessment is the reasoning path, the considerations named, and the willingness to say what would change the answer.",Meta — governs feedback design across the whole domain.,Searching for the answer the interviewer wants,PRODUCT RULE: our feedback must never say 'the correct answer was X' for an ethical scenario. It may say which considerations went unaddressed.
D5,Ethical and legal reasoning,D5.9,Conflicts of interest,D5.9.1,Recognising and declaring a conflict,ES,SLOW,CONTEXT,True,"GMP 2024 Domain 4 includes managing conflicts of interest. That the test is whether a reasonable person would think judgement could be affected, not whether it actually was.","Ethical scenario involving industry funding, a family connection, or a personal benefit.","'It wouldn't affect my judgement, so there's no conflict'",Declaring is necessary but not always sufficient — probe what changes after the declaration
D6,"Teamwork, leadership and conflict",D6.1,Contribution and followership,D6.1.1,Contributing without dominating,GT; PE,EVERGREEN,NONE,True,"That the assessed behaviour in a group task is bringing others in, building on contributions and tracking the task — not talking most.",Group task with a simulated dominator and a simulated silent participant.,Volume as a proxy for contribution | Agreeing with everything to appear collaborative,HYMS scores the group exercise at 22 of 90 points and it is facilitated by PBL tutors plus an observing medical student. Volume is visibly not the metric.
D6,"Teamwork, leadership and conflict",D6.1,Contribution and followership,D6.1.2,Good followership,PE; FU,EVERGREEN,NONE,True,"That supporting a decision you argued against, and doing an unglamorous part well, is assessed leadership behaviour under a different name. Aston publishes 'Being able to lead as well as follow'.",Personal-example question with follow-up.,Every teamwork example being one where the candidate led,A bank whose teamwork questions all invite leadership stories trains a distorted answer set. Build followership prompts deliberately.
D6,"Teamwork, leadership and conflict",D6.2,Leadership,D6.2.1,Leadership behaviours,PE; GT,SLOW,CONTEXT,True,"GMP 2024 Domain 3 includes 'Demonstrating leadership behaviours' and 'Contributing to a positive working and training environment' — both NEW in 2024. Leadership is a behaviour available to anyone, not a position.",Personal example or group task.,Equating leadership with a title | Describing directing rather than enabling,Content mapped to the 2013 GMP domains misses these entirely
D6,"Teamwork, leadership and conflict",D6.2,Leadership,D6.2.2,Delegation and handover,PE; IT,EVERGREEN,NONE,True,"That delegating means matching task to capability, being explicit, and retaining responsibility for the outcome; the applicant's version is a shift handover, a rota, or a group project split.",Personal example or instruction task.,Delegating and then not checking | Doing everything to be safe,Do not build clinical delegation stations. Use non-clinical analogues.
D6,"Teamwork, leadership and conflict",D6.3,Conflict,D6.3.1,Conflict with a peer,RP; PE,EVERGREEN,NONE,True,"That the sequence is private, specific, behaviour-focused and curious about the cause before it is corrective; and that most peer conflict has a cause the candidate does not yet know.",Roleplay with a peer actor holding hidden information. QUB's Station 1 is an actor playing a fellow student.,Going to authority first | Confronting publicly | Assuming laziness where there is a hidden difficulty,HIDDEN information is what makes this station discriminating. A static version tests nothing.
D6,"Teamwork, leadership and conflict",D6.3,Conflict,D6.3.2,Challenging upwards,RP; ES,EVERGREEN,NONE,True,"That challenge can be respectful and specific — asking rather than accusing, describing the observation, checking one's own understanding first — and that not challenging is a choice with consequences.",Roleplay with a senior actor and CHALL set to 2 or 3.,Deferring entirely | Challenging so aggressively the relationship breaks,Interviewers will push back with 'they're far more experienced than you'. Score whether the position survives.
D6,"Teamwork, leadership and conflict",D6.3,Conflict,D6.3.3,The underperforming teammate,RP; PE,EVERGREEN,NONE,True,"That the useful first question is what is going on for them, and that a group deadline does not remove that.","Roleplay with hidden information — the teammate is a young carer, or is unwell, or has misunderstood the task.",Redistributing the work silently and resenting it | Escalating without asking,Never require the candidate to diagnose the hidden cause. Reward creating the conditions for disclosure.
D6,"Teamwork, leadership and conflict",D6.3,Conflict,D6.3.4,Discriminatory or unprofessional remarks,RP; ES,SLOW,CONTEXT,True,"GMP 2024 Domain 3 requires treating colleagues with kindness, courtesy and respect and contributing to a positive environment — the paragraphs behind its civility and anti-bullying provisions. That silence is a position, and that challenge can be proportionate and in the moment.",Roleplay in which a peer or senior makes a remark.,Saying nothing and reporting later with no in-the-moment response | A response that is only about how it made the candidate feel,"Do not script the remark so extreme that only one response is possible. The discriminating version is mild, ambiguous, and from someone senior."
D6,"Teamwork, leadership and conflict",D6.3,Conflict,D6.3.5,Respect across professional roles,RP; ES,FAST,CONTEXT,True,"That nurses, pharmacists, physiotherapists, paramedics and physician associates hold expertise doctors do not, and that disagreement across roles is resolved by evidence and patient interest, not seniority.",Roleplay with an HCP actor who disagrees.,Assuming the doctor's view prevails | Deferring without engaging,"Live topic: the Leng Review (16 July 2025) recommended renaming physician associates to 'physician assistants', restricting them from seeing undifferentiated patients outside defined protocols, requiring 2+ years secondary care before primary care, and named doctor supervisors. GMC registration for PAs began 13 December 2024 with transition ending 13 December 2026. A candidate raising the PA debate should be met with balanced follow-up, not a position."
D7,"Resilience, self-management and wellbeing",D7.1,Pressure and coping,D7.1.1,Sources of pressure in medicine,DQ,SLOW,CONTEXT,True,"Workload, uncertainty, moral distress, responsibility, exams alongside full-time work, and — currently — pay disputes, training bottlenecks and system reorganisation.",Direct question.,Naming only exams | Treating pressure as purely individual,Content should not imply that pressure is a personal failing to be overcome
D7,"Resilience, self-management and wellbeing",D7.1,Pressure and coping,D7.1.2,Coping strategies that are actually healthy,PE; FU,EVERGREEN,NONE,True,"That specific, evidenced, personally-used strategies beat a list; that social connection, sleep, boundaries, supervision and debriefing are the substantive ones.",Personal example with follow-up asking when the strategy last failed.,A generic list with no instance | 'I go to the gym' as the entire answer,"PRODUCT RULE: never suggest or reward coping strategies involving physical discomfort, pain or sensory shock. Never reward highly negative self-talk framed as high standards."
D7,"Resilience, self-management and wellbeing",D7.1,Pressure and coping,D7.1.3,Help-seeking and stigma,DQ; RP,EVERGREEN,NONE,True,That doctors are poor at seeking help; that the MSC lists 'insight into your own health' as a core attribute; and that knowing where to go is part of professionalism.,Direct question or roleplay with a struggling peer.,'I'd deal with it myself' | Advising a peer to seek help without offering to do anything,Never ask a candidate to disclose their own mental or physical health. Frame every prompt around a hypothetical peer or a general practice.
D7,"Resilience, self-management and wellbeing",D7.1,Pressure and coping,D7.1.4,Work-life boundaries,DQ; FU,EVERGREEN,NONE,True,"That sustainability is a professional obligation rather than a personal indulgence, and that a doctor who does not stop becomes unsafe.",Direct question or follow-up.,Framing total availability as commitment,A rubric that rewards sacrifice language produces exactly the wrong candidate
D7,"Resilience, self-management and wellbeing",D7.2,Self-awareness,D7.2.1,Strengths with evidence,DQ; FU,EVERGREEN,NONE,True,"That a claimed strength needs an instance, and that the instance is what is scored.",Direct question with an immediate 'give me an example' follow-up.,Adjective lists | An example that does not evidence the claimed strength,Our follow-up must be automatic: any unsupported trait claim triggers an evidence probe.
D7,"Resilience, self-management and wellbeing",D7.2,Self-awareness,D7.2.2,Weaknesses without evasion,DQ; FU,EVERGREEN,NONE,True,"That a real weakness, its consequence, and the specific thing being done about it is the structure; and that a disguised strength is transparent.",Direct question with hostile follow-up.,'I'm a perfectionist' | 'I care too much' | A weakness with no consequence named,Do not reward disclosure of a weakness so serious it raises a fitness question. The band is honest and manageable.
D7,"Resilience, self-management and wellbeing",D7.2,Self-awareness,D7.2.3,Calibration of confidence,FU,EVERGREEN,NONE,True,"That being appropriately uncertain is a scored competence, and that overclaiming under challenge is worse than not knowing.",Hostile follow-up on a claim.,Doubling down when challenged | Collapsing entirely at the first push,Distinguish revising for a reason (good) from capitulating to pressure alone (bad). See Output 7.
D8,Judgement under pressure,D8.1,Prioritisation,D8.1.1,Ordering competing demands,PR; FU,EVERGREEN,NONE,True,"That the criterion — risk of harm, reversibility, dependency of other tasks, who else can do it — must be stated, and that the ordering follows from it.",Prioritisation exercise in a non-clinical setting with TIME high.,An order with no stated criterion | Refusing to commit to an order,SCORING RULE: the order is not the assessment. Two defensible orders can both score top band. Score the criterion and the defence.
D8,Judgement under pressure,D8.1,Prioritisation,D8.1.2,Deciding what to drop,PR; FU,EVERGREEN,NONE,True,"That when everything cannot be done, saying so and saying who needs to know is the answer; and that pretending it all fits is the failure.",Prioritisation with TIME set to 3 — genuinely impossible.,Claiming to do everything faster | Not telling anyone that something will not happen,Design at least some prioritisation stations to be genuinely impossible. Most banks make them merely hard.
D8,Judgement under pressure,D8.1,Prioritisation,D8.1.3,Revising a plan when new information arrives,PR; FU,EVERGREEN,NONE,True,"That changing the order when a fact changes is strength, not inconsistency.",Prioritisation station where a fact is introduced mid-station.,Defending the original order out of consistency,This is an interactive-only behaviour and cannot be assessed from a static bank
D8,Judgement under pressure,D8.2,Uncertainty,D8.2.1,Deciding with incomplete information,ES; PR; FU,EVERGREEN,NONE,True,"That naming what you do not know, what you would do to find out, and what you would do in the meantime is the complete answer.",Any scenario with INCOMP set high.,Assuming missing facts and proceeding | Refusing to act at all,HYMS names 'tolerance of ambiguity' as an assessed personal quality; Cambridge names 'dealing with uncertainty' via the MSC attributes.
D8,Judgement under pressure,D8.2,Uncertainty,D8.2.2,Resisting a misleading frame,ES; DI; FU,EVERGREEN,NONE,True,"That the way a question is put may embed a false assumption, and that saying so respectfully is a scored behaviour.",Any station with MISLEAD set high.,Accepting the frame and answering within it,Our interviewer must not penalise a candidate who correctly rejects a premise we planted
D8,Judgement under pressure,D8.3,Risk and safety,D8.3.1,Speaking up about a hazard,RP; ES,SLOW,CONTEXT,True,"That the threshold is low, the cost of a false alarm is small, and the mechanism is immediate and local.",Roleplay or ethical scenario in a workplace or volunteering setting.,Weighing social awkwardness against risk and choosing awkwardness,GMP 2024 moved safety into Domain 3 alongside colleagues and culture — content mapped to 2013 domains will file this wrongly
D8,Judgement under pressure,D8.3,Risk and safety,D8.3.2,Near misses and error reporting,ES; FU,FAST,CONTEXT,True,"That reporting things that nearly went wrong is how systems improve, and that a culture which punishes reporting produces less safety, not more.",Ethical scenario after a near miss with no harm.,"'No harm, no need to report'","Directly relevant to the maternity investigations of 2026 — the National Maternity and Neonatal Investigation reported on 30 June 2026 that the system 'is no longer fit to consistently deliver high-quality, compassionate care', and the Ockenden report into Nottingham University Hospitals reported 24 June 2026. Treat as FAST-moving context."
D8,Judgement under pressure,D8.3,Risk and safety,D8.3.3,Systems versus individual blame,ES; FU,SLOW,CONTEXT,True,"That most errors have systemic contributors, that asking what allowed this is more useful than asking who did it, and that this does not remove individual accountability.",Ethical scenario or follow-up.,Blaming the individual entirely | Using 'it's a systems issue' to avoid any accountability,Both collapses are failures. Score whether both are held.
D8,Judgement under pressure,D8.3,Risk and safety,D8.3.4,Helping in an emergency within competence,RP,EVERGREEN,LAY,True,"That the applicant's realistic actions are calling for help, basic first aid if trained, keeping the person safe, and not attempting anything beyond training. GMP 2024 Domain 2 includes 'Helping in emergencies'.",Roleplay in a community setting with OVERC high.,Attempting clinical intervention | Doing nothing because 'I'm not qualified',The station tests the middle path. Both extremes fail.
D9,"Health systems, policy and society",D9.1,NHS structure and principles,D9.1.1,NHS Constitution values,ES; RP; FU,SLOW,CONTEXT,True,"The six values — working together for patients; respect and dignity; commitment to quality of care; compassion; improving lives; everyone counts. UCL, HYMS, Southampton and Imperial all reference them explicitly.",Never as a recall question. Only as applied reasoning inside another station.,Listing the values | Attaching a value name to an action as a label,ANTI-BUZZWORD: naming an NHS value scores ZERO. Demonstrating the behaviour scores. This is an explicit brief requirement and a scoring rule.
D9,"Health systems, policy and society",D9.1,NHS structure and principles,D9.1.2,Funding and its consequences,PD,SLOW,CONTEXT,True,"General taxation, free at the point of use, finite budget; and that this makes rationing explicit rather than optional.",Policy discussion.,'The NHS is free' with no acknowledgement of cost,Avoid precise budget figures in evergreen content — put them in the current-affairs layer with dates
D9,"Health systems, policy and society",D9.1,NHS structure and principles,D9.1.3,"Primary, secondary and community care",DQ; PD,SLOW,CONTEXT,True,"The gatekeeper role of general practice, what secondary and tertiary care are, and the current policy direction of moving care from hospital to community.",Direct question or policy discussion.,Describing the NHS as hospitals,"The 10 Year Health Plan's three shifts — hospital to community, analogue to digital, treatment to prevention — are the current organising frame and are worth knowing by name"
D9,"Health systems, policy and society",D9.1,NHS structure and principles,D9.1.4,"Four nations, four systems",FU; PD,SLOW,CONTEXT,True,"That health is devolved and that England, Scotland, Wales and Northern Ireland differ materially in structure, targets and policy — including on assisted dying, where the legal positions have diverged.",Follow-up probe on any NHS answer.,Treating English policy as UK policy,"Particularly important for applicants to Scottish, Welsh and Northern Irish schools. Cardiff, Bangor, Swansea, QUB, Ulster and the five Scottish schools are 14 of 68 routes."
D9,"Health systems, policy and society",D9.1,NHS structure and principles,D9.1.5,Current structural reform,PD,FAST,CONTEXT,True,"As at August 2026: the 10 Year Health Plan (July 2025); the NHS Modernisation Bill announced in the King's Speech on 13 May 2026, which would abolish NHS England and fold its functions into DHSC, abolish Healthwatch and merge HSSIB into the CQC; ICBs reducing from 42 to 26; a 'new DHSC' targeted for April 2027.",Policy discussion.,Describing NHS England as if unchanged,FAST. Legislation in progress. Review quarterly; hard expiry 2027-01-31.
D9,"Health systems, policy and society",D9.2,System pressures,D9.2.1,Waiting lists and elective recovery,PD; DI,FAST,CONTEXT,True,"The 18-week referral-to-treatment standard, that the 92% constitutional standard was last met in September 2015, and that the interim 65% target was met in March 2026 (65.3%, waiting list 7.11m pathways). Cancer and emergency standards have NOT improved comparably.",Policy discussion.,Citing a waiting-list figure with no date | Treating the headline improvement as the whole picture,FAST. Monthly statistics. Any figure must carry its month. Review quarterly.
D9,"Health systems, policy and society",D9.2,System pressures,D9.2.2,Industrial action,PD; ES,FAST,CONTEXT,True,As at August 2026: the English resident doctors' dispute is OVER — they voted to accept on 29 June 2026 (52.9% yes on 57.3% turnout). Consultants balloted successfully on 6 July 2026 (76% for on 51.5% turnout) and hold a live 12-month mandate with no dates announced. SAS doctors missed the turnout threshold.,Policy discussion requiring both sides to be argued.,Describing resident doctors as currently striking | Arguing only the patient-harm side or only the pay-restoration side | Refusing to engage because it is political,"FASTEST-MOVING. Consultants could announce dates at any time. HARD EXPIRY: review monthly. Interviewers may be BMA members, consultants, or recently-struck-with residents — the balanced answer is the only safe one, and our feedback must never imply a correct position."
D9,"Health systems, policy and society",D9.2,System pressures,D9.2.3,Workforce and the training bottleneck,PD; FU,FAST,CONTEXT,True,"That the 10 Year Workforce Plan remains unpublished (twice delayed); that the Medical Training (Prioritisation) Act 2026 changed specialty competition materially; and that the tension is three-way between graduate unemployment, a plan implying fewer staff by 2035, and reliance on international medical graduates.",Policy discussion with hostile follow-up.,One-sided arguments about IMGs in either direction,Ethically loaded. Our interviewer must probe both directions and must never signal a position.
D9,"Health systems, policy and society",D9.2,System pressures,D9.2.4,Emergency care and flow,PD,FAST,CONTEXT,True,"That emergency performance has not tracked elective improvement; that corridor care is a live issue; and that the causes are largely about flow out of hospital, i.e. social care.",Policy discussion.,Attributing A&E pressure to inappropriate attendance alone,FAST. Figures dated monthly.
D9,"Health systems, policy and society",D9.3,Health inequalities,D9.3.1,Social determinants,PD; ES,SLOW,CONTEXT,True,"That housing, income, education, work and environment drive health outcomes more than healthcare does, and that this is the Marmot framing.",Policy discussion or ethical scenario.,Treating inequality as an access-to-GP problem,The tester named this as a gap. It is EVERGREEN in concept and FAST in its statistics — split the leaf accordingly.
D9,"Health systems, policy and society",D9.3,Health inequalities,D9.3.2,The healthy life expectancy gap,DI; PD,FAST,CONTEXT,True,"ONS (15 April 2026, 2022-2024 data): the healthy life expectancy gap between the most and least deprived deciles in England is 19.3 years for males and 20.1 years for females; the life expectancy gap is 10.4 and 8.0 years. In England's most deprived areas males and females expect only 49.8 and 48.2 years in good health.",Data interpretation or policy discussion.,Citing a figure with no source or year,FAST. ONS updates annually. Every figure carries its publication date.
D9,"Health systems, policy and society",D9.3,Health inequalities,D9.3.3,The inverse care law,PD,SLOW,CONTEXT,True,Tudor Hart's observation that the availability of good medical care tends to vary inversely with the need of the population served; and that it is a live 2026 issue — the Health Foundation warned on 13 August 2026 that historic underinvestment in GP funding puts the neighbourhood health agenda at risk.,Policy discussion.,Naming the law without an example,ANTI-BUZZWORD: naming it scores nothing without application
D9,"Health systems, policy and society",D9.3,Health inequalities,D9.3.4,"Inequity in uptake, not only in provision",DI; PD,FAST,CONTEXT,True,"That gradients appear in uptake as well as access — RSV vaccination coverage in older adults at 30 June 2026 was 68.3% in the South West against 49.4% in London, 71.6% in the least deprived against 50.3% in the most deprived, and 67.0% among White British against 25.1% among Asian/Asian British-Pakistani groups.",Data interpretation.,Explaining differential uptake as 'hesitancy' alone,FAST. This is the strongest available worked example of structural rather than attitudinal inequity.
